"x.R","R.fit","R.upr","R.lwr","x.G","G.fit","G.upr","G.lwr"
222.278098,0.0281163043771605,0.0284236379110764,0.0278089708432447,222.278098,0.0299798281208929,0.0307412038963759,0.02921845234541
226.664943757576,0.0279071217466888,0.0282100074926277,0.0276042360007498,224.723281549933,0.0297680698308138,0.0305191347646968,0.0290170048969308
231.051789515152,0.0276979391162171,0.0279964010130078,0.0273994772194264,227.195363488176,0.0295563115407347,0.0302971018046185,0.0288155212768509
235.438635272727,0.0274887564857453,0.0277828195526169,0.0271946934188738,229.694639712063,0.0293445532506556,0.0300751065423198,0.0286139999589914
239.825481030303,0.0272795738552736,0.0275692642511777,0.0269898834593695,232.221409373966,0.0291327949605765,0.0298531505849716,0.0284124393361814
244.212326787879,0.0270703912248019,0.0273557363112837,0.0267850461383201,234.775974917096,0.0289210366704974,0.0296312356257022,0.0282108377152927
248.599172545455,0.0268612085943302,0.0271422370021446,0.0265801801865158,237.358642111715,0.0287092783804183,0.0294093634488851,0.0280091933119515
252.98601830303,0.0266520259638585,0.0269287676635302,0.0263752842641868,239.969720091723,0.0284975200903392,0.0291875359357706,0.0278075042449079
257.372864060606,0.0264428433333868,0.0267153297099174,0.0261703569568561,242.609521391671,0.0282857618002601,0.0289657550704787,0.0276057685300416
261.759709818182,0.026233660702915,0.0265019246348394,0.0259653967709907,245.278361984161,0.028074003510181,0.0287440229463757,0.0274039840739863
266.146555575758,0.0260244780724433,0.0262885540154358,0.0257604021294508,247.976561317675,0.0278622452201019,0.0285223417728537,0.0272021486673502
270.533401333333,0.0258152954419716,0.026075219517198,0.0255553713667452,250.704442354802,0.0276504869300228,0.0283007138825331,0.0270002599775125
274.920247090909,0.0256061128114999,0.0258619228989014,0.0253503027240983,253.462331610904,0.0274387286399437,0.0280791417389094,0.026798315540978
279.307092848485,0.0253969301810282,0.0256486660177093,0.025145194344347,256.250559193194,0.0272269703498646,0.0278576279444616,0.0265963127552677
283.693938606061,0.0251877475505564,0.0254354508344303,0.0249400442666826,259.06945884025,0.0270152120597855,0.027636175249241,0.02639424887033
288.080784363636,0.0249785649200847,0.0252222794189011,0.0247348504212683,261.919367961958,0.0268034537697064,0.0274147865599563,0.0261921209794565
292.467630121212,0.024769382289613,0.0250091539554617,0.0245296106237643,264.800627679906,0.0265916954796273,0.0271934649495662,0.0259899260096884
296.854475878788,0.0245601996591413,0.024796076748477,0.0243243225698055,267.713582868207,0.0263799371895482,0.0269722136673915,0.025787660711705
301.241321636364,0.0243510170286696,0.0245830502278508,0.0241189838294883,270.658582194784,0.0261681788994691,0.0267510361497476,0.0255853216491906
305.628167393939,0.0241418343981978,0.0243700769544624,0.0239135918419333,273.635978163103,0.02595642060939,0.026529936031099,0.025382905187681
310.015013151515,0.0239326517677261,0.0241571596254442,0.023708143910008,276.646127154365,0.0257446623193109,0.0263089171557224,0.0251804074828994
314.401858909091,0.0237234691372544,0.0239443010791996,0.0235026371953092,279.689389470162,0.0255329040292318,0.026087983589862,0.0249778244686016
318.788704666667,0.0235142865067827,0.0237315043000422,0.0232970687135231,282.766129375608,0.0253211457391527,0.0258671396343431,0.0247751518439624
323.175550424242,0.023305103876311,0.0235187724223183,0.0230914353303036,285.876715142936,0.0251093874490736,0.0256463898375979,0.0245723850605493
327.562396181818,0.0230959212458392,0.0233061087338502,0.0228857337578282,289.021519095579,0.0248976291589945,0.0254257390090412,0.0243695193089478
331.949241939394,0.0228867386153675,0.0230935166785148,0.0226799605522202,292.200917652737,0.0246858708689154,0.0252051922327085,0.0241665495051223
336.33608769697,0.0226775559848958,0.0228809998577469,0.0224741121120447,295.415291374433,0.0244741125788363,0.0249847548810474,0.0239634702766252
340.722933454545,0.0224683733544241,0.0226685620307309,0.0222681846781172,298.665025007062,0.0242623542887572,0.0247644326287232,0.0237602759487912
345.109779212121,0.0222591907239524,0.0224562071130204,0.0220621743348843,301.950507529445,0.0240505959986781,0.0245442314662637,0.0235569605310925
349.496624969697,0.0220500080934806,0.0222439391733015,0.0218560770136598,305.272132199389,0.023838837708599,0.0243241577133318,0.0233535177038662
353.883470727273,0.0218408254630089,0.0220317624279965,0.0216498884980214,308.630296600754,0.0236270794185199,0.0241042180313666,0.0231499408056732
